query_id,scene_id,query,query_type,method,quality_eligible,hit_at_1,hit_at_3,reciprocal_rank,selected_view_id,views_checked,model_calls,input_tokens,output_tokens,total_tokens,latency_ms,response_valid,trace_path
qv2_115,outdoor-street,Find a street wayfinding marker,functional,graph_instruction,True,False,False,0.0,v014,11,2,1623,16,1639,5353.5378,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_115.json
qv2_116,outdoor-street,Find grand piano,negative,graph_instruction,False,,,,v021,12,2,1699,17,1716,5594.7358,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_116.json
qv2_117,outdoor-street,Find swimming pool,negative,graph_instruction,False,,,,v014,8,2,1246,13,1259,4409.2056,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_117.json
qv2_118,outdoor-street,Find bed,negative,graph_instruction,False,,,,v014,8,2,1233,13,1246,4138.9214,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_118.json
qv2_119,outdoor-street,Find sofa,negative,graph_instruction,False,,,,v014,8,2,1233,13,1246,4109.7558,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_119.json
qv2_120,outdoor-street,Find open sea water,negative,graph_instruction,False,,,,v021,12,2,1716,17,1733,5580.3237,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-street__qv2_120.json
qv2_121,outdoor-drone,Find the fortress island,simple_object,graph_instruction,True,True,True,1.0,v014,8,2,1244,13,1257,4081.8002,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_121.json
qv2_122,outdoor-drone,Find the tower or lighthouse,simple_object,graph_instruction,True,True,True,1.0,v014,15,2,2067,20,2087,6562.8681,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_122.json
qv2_123,outdoor-drone,Find the open water,simple_object,graph_instruction,True,True,True,1.0,v008,14,2,1925,19,1944,5963.9872,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_123.json
qv2_124,outdoor-drone,Find the distant city skyline,simple_object,graph_instruction,True,True,True,1.0,v014,13,2,1824,18,1842,5695.4689,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_124.json
qv2_125,outdoor-drone,Find the bridge or long roadway,simple_object,graph_instruction,True,True,True,1.0,v006,7,2,1161,12,1173,3870.6075,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_125.json
qv2_126,outdoor-drone,Find the large white fortress buildings,attribute,graph_instruction,True,False,False,0.0,v003,7,2,1161,12,1173,4410.9869,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_126.json
qv2_127,outdoor-drone,Find the green-blue sea water,attribute,graph_instruction,True,True,True,1.0,v012,14,2,1963,19,1982,8733.1282,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_127.json
qv2_128,outdoor-drone,Find the far distant city,attribute,graph_instruction,True,False,False,0.0,v014,13,2,1824,18,1842,9943.6668,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_128.json
qv2_129,outdoor-drone,Find the white bright glare,attribute,graph_instruction,True,False,True,0.5,v009,7,2,1149,12,1161,7870.0778,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_129.json
qv2_130,outdoor-drone,Find the rocky island surrounded by water,attribute,graph_instruction,True,False,True,0.3333333333333333,v014,14,2,1982,19,2001,11043.0586,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_130.json
qv2_131,outdoor-drone,Find the tower or lighthouse on the island,relational,graph_instruction,True,True,True,1.0,v014,8,2,1309,13,1322,4903.2619,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_131.json
qv2_132,outdoor-drone,Find the white fortress-like building on the island,relational,graph_instruction,True,False,False,0.0,v012,15,2,2127,20,2147,6475.632,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_132.json
qv2_133,outdoor-drone,Find the coastal city buildings,relational,graph_instruction,True,False,False,0.0,v012,13,2,1824,18,1842,5874.5853,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_133.json
qv2_134,outdoor-drone,Find the bridge or road lines across the bay,relational,graph_instruction,True,False,True,0.3333333333333333,v015,7,2,1197,12,1209,3990.3375,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_134.json
qv2_135,outdoor-drone,Find the hills behind the city,relational,graph_instruction,True,False,True,0.3333333333333333,v016,13,2,1842,18,1860,5885.6379,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_135.json
qv2_136,outdoor-drone,Find the tower or lighthouse in the fortress island area,multi_hop,graph_instruction,True,True,True,1.0,v014,8,2,1335,13,1348,5929.2008,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_136.json
qv2_137,outdoor-drone,Find the sea water in the open water region,multi_hop,graph_instruction,True,True,True,1.0,v003,14,2,2020,19,2039,10941.5653,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_137.json
qv2_138,outdoor-drone,Find the distant city skyline along the distant shoreline,multi_hop,graph_instruction,True,True,True,1.0,v014,13,2,1896,18,1914,9657.6198,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_138.json
qv2_139,outdoor-drone,Find the bridge or road lines over bay water,multi_hop,graph_instruction,True,False,True,0.5,v015,7,2,1197,12,1209,7741.6459,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_139.json
qv2_140,outdoor-drone,Find the marina or harbor cluster in the marina area,multi_hop,graph_instruction,True,False,True,0.3333333333333333,v003,7,2,1233,12,1245,8249.2105,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_140.json
qv2_141,outdoor-drone,Find a coastal landmark,functional,graph_instruction,True,False,False,0.0,v003,7,2,1137,12,1149,7101.4408,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_141.json
qv2_142,outdoor-drone,Find an open water area,functional,graph_instruction,True,True,True,1.0,v008,14,2,1944,19,1963,8224.5911,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_142.json
qv2_143,outdoor-drone,Find a harbor or marina area,functional,graph_instruction,True,False,False,0.0,v016,13,2,1860,18,1878,9123.7766,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_143.json
qv2_144,outdoor-drone,Find the distant city orientation landmark,functional,graph_instruction,True,True,True,1.0,v014,13,2,1842,18,1860,10496.5287,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_144.json
qv2_145,outdoor-drone,Find a bridge or roadway crossing,functional,graph_instruction,True,False,True,0.5,v015,7,2,1161,12,1173,7353.212,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_145.json
qv2_146,outdoor-drone,Find grand piano,negative,graph_instruction,False,,,,v003,7,2,1125,12,1137,5445.0065,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_146.json
qv2_147,outdoor-drone,Find bed,negative,graph_instruction,False,,,,v016,14,2,1887,19,1906,5668.9543,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_147.json
qv2_148,outdoor-drone,Find shower,negative,graph_instruction,False,,,,v016,14,2,1887,19,1906,5590.0173,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_148.json
qv2_149,outdoor-drone,Find traffic signs,negative,graph_instruction,False,,,,v003,7,2,1125,12,1137,3462.8013,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_149.json
qv2_150,outdoor-drone,Find theater stage,negative,graph_instruction,False,,,,v003,7,2,1125,12,1137,3746.688,True,outputs/instruction_agent/five_scene_qwen25_05b_graph_v1/traces/graph_instruction/outdoor-drone__qv2_150.json
