variant,scene_id,query_id,query_type,quality_eligible,hit_at_1,hit_at_3,reciprocal_rank,views_checked,semantic_entries_scanned,input_tokens,elapsed_ms
pose_only,Theater-capture,qv2_069,attribute,True,True,True,1.0,6,69,1718,10.7236
pose_only,Theater-capture,qv2_070,attribute,True,True,True,1.0,7,80,1865,11.6953
pose_only,Theater-capture,qv2_071,relational,True,True,True,1.0,1,12,851,5.6078
pose_only,Theater-capture,qv2_072,relational,True,True,True,1.0,1,12,832,5.0818
pose_only,Theater-capture,qv2_073,relational,True,True,True,1.0,4,47,1375,7.3941
pose_only,Theater-capture,qv2_074,relational,True,True,True,1.0,1,12,849,5.0069
pose_only,Theater-capture,qv2_075,relational,True,True,True,1.0,1,12,838,5.14
pose_only,Theater-capture,qv2_076,multi_hop,True,True,True,1.0,1,11,853,6.3321
pose_only,Theater-capture,qv2_077,multi_hop,True,True,True,1.0,1,12,857,4.0564
pose_only,Theater-capture,qv2_078,multi_hop,True,True,True,1.0,4,45,1397,9.0615
pose_only,Theater-capture,qv2_079,multi_hop,True,True,True,1.0,16,183,3828,30.8526
pose_only,Theater-capture,qv2_080,multi_hop,True,True,True,1.0,5,55,1543,7.0582
pose_only,Theater-capture,qv2_081,functional,True,False,False,0.0,1,11,840,4.2593
pose_only,Theater-capture,qv2_082,functional,True,False,False,0.0,1,12,870,5.2291
pose_only,Theater-capture,qv2_083,functional,True,True,True,1.0,5,60,1615,7.8774
pose_only,Theater-capture,qv2_084,functional,True,True,True,1.0,4,46,1417,7.9605
pose_only,Theater-capture,qv2_085,functional,True,True,True,1.0,7,83,2107,18.0762
pose_only,Theater-capture,qv2_086,negative,False,False,False,0.0,1,12,870,7.3486
pose_only,Theater-capture,qv2_087,negative,False,False,False,0.0,1,12,870,6.1165
pose_only,Theater-capture,qv2_088,negative,False,False,False,0.0,1,12,870,7.6071
pose_only,Theater-capture,qv2_089,negative,False,False,False,0.0,1,12,870,7.0939
pose_only,Theater-capture,qv2_090,negative,False,False,False,0.0,1,12,870,6.1457
pose_semantic_merge,Theater-capture,qv2_061,simple_object,True,True,True,1.0,1,11,854,7.8357
pose_semantic_merge,Theater-capture,qv2_062,simple_object,True,True,True,1.0,1,12,843,4.7911
pose_semantic_merge,Theater-capture,qv2_063,simple_object,True,True,True,1.0,1,12,852,5.4936
pose_semantic_merge,Theater-capture,qv2_064,simple_object,True,True,True,1.0,5,59,1698,12.0099
pose_semantic_merge,Theater-capture,qv2_065,simple_object,True,True,True,1.0,9,102,2363,13.4205
pose_semantic_merge,Theater-capture,qv2_066,attribute,True,True,True,1.0,1,12,843,5.2544
pose_semantic_merge,Theater-capture,qv2_067,attribute,True,True,True,1.0,5,52,1531,13.7824
pose_semantic_merge,Theater-capture,qv2_068,attribute,True,True,True,1.0,1,11,854,5.0143
pose_semantic_merge,Theater-capture,qv2_069,attribute,True,True,True,1.0,6,69,1719,10.4306
pose_semantic_merge,Theater-capture,qv2_070,attribute,True,True,True,1.0,7,80,1866,8.1525
pose_semantic_merge,Theater-capture,qv2_071,relational,True,True,True,1.0,1,12,852,4.502
pose_semantic_merge,Theater-capture,qv2_072,relational,True,True,True,1.0,1,12,833,3.8871
pose_semantic_merge,Theater-capture,qv2_073,relational,True,True,True,1.0,4,47,1376,8.3655
pose_semantic_merge,Theater-capture,qv2_074,relational,True,True,True,1.0,1,12,850,4.6169
pose_semantic_merge,Theater-capture,qv2_075,relational,True,True,True,1.0,1,12,839,4.329
pose_semantic_merge,Theater-capture,qv2_076,multi_hop,True,True,True,1.0,1,11,854,4.3101
pose_semantic_merge,Theater-capture,qv2_077,multi_hop,True,True,True,1.0,1,12,858,4.4401
pose_semantic_merge,Theater-capture,qv2_078,multi_hop,True,True,True,1.0,4,45,1398,9.454
pose_semantic_merge,Theater-capture,qv2_079,multi_hop,True,True,True,1.0,16,183,3829,25.1859
pose_semantic_merge,Theater-capture,qv2_080,multi_hop,True,True,True,1.0,5,55,1544,7.6235
pose_semantic_merge,Theater-capture,qv2_081,functional,True,False,False,0.0,1,11,841,4.4335
pose_semantic_merge,Theater-capture,qv2_082,functional,True,False,False,0.0,1,12,871,4.3275
pose_semantic_merge,Theater-capture,qv2_083,functional,True,True,True,1.0,5,60,1616,8.2076
pose_semantic_merge,Theater-capture,qv2_084,functional,True,True,True,1.0,4,46,1418,8.4605
pose_semantic_merge,Theater-capture,qv2_085,functional,True,True,True,1.0,7,83,2108,17.3746
pose_semantic_merge,Theater-capture,qv2_086,negative,False,False,False,0.0,1,12,871,5.9364
pose_semantic_merge,Theater-capture,qv2_087,negative,False,False,False,0.0,1,12,871,4.8241
pose_semantic_merge,Theater-capture,qv2_088,negative,False,False,False,0.0,1,12,871,7.0211
pose_semantic_merge,Theater-capture,qv2_089,negative,False,False,False,0.0,1,12,871,4.0754
pose_semantic_merge,Theater-capture,qv2_090,negative,False,False,False,0.0,1,12,871,5.5281
cursor_agent_mcp,Theater-capture,qv2_061,simple_object,True,True,True,1.0,1,11,264,3.7994
cursor_agent_mcp,Theater-capture,qv2_062,simple_object,True,True,True,1.0,3,35,783,10.1795
cursor_agent_mcp,Theater-capture,qv2_063,simple_object,True,False,False,0.0,1,12,248,2.5959
cursor_agent_mcp,Theater-capture,qv2_064,simple_object,True,True,True,1.0,3,35,776,8.9717
cursor_agent_mcp,Theater-capture,qv2_065,simple_object,True,True,True,1.0,3,35,673,8.9256
cursor_agent_mcp,Theater-capture,qv2_066,attribute,True,True,True,1.0,3,35,783,9.9444
cursor_agent_mcp,Theater-capture,qv2_067,attribute,True,True,True,1.0,4,41,784,11.5388
cursor_agent_mcp,Theater-capture,qv2_068,attribute,True,True,True,1.0,1,11,264,4.9654
cursor_agent_mcp,Theater-capture,qv2_069,attribute,True,False,False,0.0,4,46,942,10.7848
cursor_agent_mcp,Theater-capture,qv2_070,attribute,True,False,False,0.0,4,47,954,14.6087
cursor_agent_mcp,Theater-capture,qv2_071,relational,True,False,False,0.0,2,24,423,4.6276
cursor_agent_mcp,Theater-capture,qv2_072,relational,True,False,False,0.0,3,35,781,8.0178
cursor_agent_mcp,Theater-capture,qv2_073,relational,True,True,True,1.0,4,47,789,6.5314
cursor_agent_mcp,Theater-capture,qv2_074,relational,True,True,True,1.0,3,35,788,9.1514
cursor_agent_mcp,Theater-capture,qv2_075,relational,True,True,True,1.0,2,23,502,5.2364
cursor_agent_mcp,Theater-capture,qv2_076,multi_hop,True,True,True,1.0,1,11,264,2.5526
cursor_agent_mcp,Theater-capture,qv2_077,multi_hop,True,True,True,1.0,1,12,267,2.801
cursor_agent_mcp,Theater-capture,qv2_078,multi_hop,True,True,True,1.0,2,23,476,4.7653
cursor_agent_mcp,Theater-capture,qv2_079,multi_hop,True,False,False,0.0,1,11,280,2.5335
cursor_agent_mcp,Theater-capture,qv2_080,multi_hop,True,True,True,1.0,8,89,1702,27.5
cursor_agent_mcp,Theater-capture,qv2_081,functional,True,False,False,0.0,1,11,251,2.5745
cursor_agent_mcp,Theater-capture,qv2_082,functional,True,False,False,0.0,3,35,797,9.7211
cursor_agent_mcp,Theater-capture,qv2_083,functional,True,False,False,0.0,2,24,428,4.035
cursor_agent_mcp,Theater-capture,qv2_084,functional,True,True,True,1.0,3,34,686,7.2772
cursor_agent_mcp,Theater-capture,qv2_085,functional,True,True,True,1.0,7,82,1680,17.6452
cursor_agent_mcp,Theater-capture,qv2_086,negative,False,False,False,0.0,3,35,797,7.2811
cursor_agent_mcp,Theater-capture,qv2_087,negative,False,False,False,0.0,3,35,797,7.7511
cursor_agent_mcp,Theater-capture,qv2_088,negative,False,False,False,0.0,3,35,797,9.0386
cursor_agent_mcp,Theater-capture,qv2_089,negative,False,False,False,0.0,3,35,797,7.9785
cursor_agent_mcp,Theater-capture,qv2_090,negative,False,False,False,0.0,3,35,797,10.3338
manual_reference,outdoor-street-capture,qv2_091,simple_object,True,False,True,0.5,2,22,439,4.6127
manual_reference,outdoor-street-capture,qv2_092,simple_object,True,True,True,1.0,4,46,915,9.7681
manual_reference,outdoor-street-capture,qv2_093,simple_object,True,True,True,1.0,5,55,1082,10.974
manual_reference,outdoor-street-capture,qv2_094,simple_object,True,True,True,1.0,1,11,258,4.3232
manual_reference,outdoor-street-capture,qv2_095,simple_object,True,True,True,1.0,8,98,1785,13.4743
manual_reference,outdoor-street-capture,qv2_096,attribute,True,False,False,0.25,11,130,2462,28.6879
manual_reference,outdoor-street-capture,qv2_097,attribute,True,True,True,1.0,16,186,3541,33.9903
manual_reference,outdoor-street-capture,qv2_098,attribute,True,True,True,1.0,5,64,1228,10.0985
manual_reference,outdoor-street-capture,qv2_099,attribute,True,False,True,0.5,2,22,420,2.791
manual_reference,outdoor-street-capture,qv2_100,attribute,True,True,True,1.0,4,53,1052,11.3484
manual_reference,outdoor-street-capture,qv2_101,relational,True,True,True,1.0,13,153,3012,22.466
manual_reference,outdoor-street-capture,qv2_102,relational,True,True,True,1.0,13,153,2962,26.0356
manual_reference,outdoor-street-capture,qv2_103,relational,True,False,False,0.0,6,75,1446,9.4533
manual_reference,outdoor-street-capture,qv2_104,relational,True,True,True,1.0,8,98,1803,12.195
manual_reference,outdoor-street-capture,qv2_105,relational,True,False,True,0.333333,9,110,2224,13.5735
manual_reference,outdoor-street-capture,qv2_106,multi_hop,True,True,True,1.0,2,22,455,4.572
manual_reference,outdoor-street-capture,qv2_107,multi_hop,True,True,True,1.0,7,88,1690,12.0266
manual_reference,outdoor-street-capture,qv2_108,multi_hop,True,True,True,1.0,13,153,2962,26.1133
manual_reference,outdoor-street-capture,qv2_109,multi_hop,True,True,True,1.0,4,43,911,7.126
manual_reference,outdoor-street-capture,qv2_110,multi_hop,True,False,True,0.5,16,185,3284,21.2168
manual_reference,outdoor-street-capture,qv2_111,functional,True,False,False,0.0,6,65,1238,9.6446
manual_reference,outdoor-street-capture,qv2_112,functional,True,False,True,0.5,8,90,1763,14.8669
manual_reference,outdoor-street-capture,qv2_113,functional,True,False,False,0.0,2,21,446,6.5547
manual_reference,outdoor-street-capture,qv2_114,functional,True,False,True,0.333333,3,34,629,5.4876
manual_reference,outdoor-street-capture,qv2_115,functional,True,False,False,0.0,2,21,446,6.5635
manual_reference,outdoor-street-capture,qv2_116,negative,False,False,False,0.0,6,65,1238,11.9488
manual_reference,outdoor-street-capture,qv2_117,negative,False,False,False,0.0,6,65,1238,13.4352
manual_reference,outdoor-street-capture,qv2_118,negative,False,False,False,0.0,4,52,1017,6.603
manual_reference,outdoor-street-capture,qv2_119,negative,False,False,False,0.0,6,65,1238,10.265
manual_reference,outdoor-street-capture,qv2_120,negative,False,False,False,0.0,5,55,1062,12.4118
pose_only,outdoor-street-capture,qv2_091,simple_object,True,False,True,0.5,2,22,744,6.6056
pose_only,outdoor-street-capture,qv2_092,simple_object,True,True,True,1.0,6,77,2056,15.5624
pose_only,outdoor-street-capture,qv2_093,simple_object,True,True,True,1.0,1,11,557,3.4613
pose_only,outdoor-street-capture,qv2_094,simple_object,True,True,True,1.0,1,11,563,5.6563
pose_only,outdoor-street-capture,qv2_095,simple_object,True,True,True,1.0,9,110,2568,16.1049
pose_only,outdoor-street-capture,qv2_096,attribute,True,False,False,0.25,12,141,3044,20.128
pose_only,outdoor-street-capture,qv2_097,attribute,True,True,True,1.0,15,174,3827,39.7057
pose_only,outdoor-street-capture,qv2_098,attribute,True,True,True,1.0,2,23,769,6.7031
pose_only,outdoor-street-capture,qv2_099,attribute,True,False,True,0.333333,16,186,3830,24.0807
pose_only,outdoor-street-capture,qv2_100,attribute,True,True,True,1.0,7,78,2063,15.807
pose_only,outdoor-street-capture,qv2_101,relational,True,True,True,1.0,19,218,4837,40.1257
pose_only,outdoor-street-capture,qv2_102,relational,True,True,True,1.0,19,218,4787,46.766
pose_only,outdoor-street-capture,qv2_103,relational,True,True,True,1.0,2,22,743,6.6291
pose_only,outdoor-street-capture,qv2_104,relational,True,True,True,1.0,9,110,2586,18.5204
pose_only,outdoor-street-capture,qv2_105,relational,True,False,False,0.25,6,68,1865,15.9748
pose_only,outdoor-street-capture,qv2_106,multi_hop,True,True,True,1.0,10,111,2566,21.6742
pose_only,outdoor-street-capture,qv2_107,multi_hop,True,False,True,0.5,8,99,2441,20.6949
pose_only,outdoor-street-capture,qv2_108,multi_hop,True,True,True,1.0,19,218,4787,42.9723
pose_only,outdoor-street-capture,qv2_109,multi_hop,True,True,True,1.0,12,140,3146,18.9608
pose_only,outdoor-street-capture,qv2_110,multi_hop,True,False,False,0.2,17,196,4002,26.9951
pose_only,outdoor-street-capture,qv2_111,functional,True,False,False,0.0,5,54,1613,12.0744
pose_only,outdoor-street-capture,qv2_112,functional,True,False,False,0.25,16,177,3849,33.7681
pose_only,outdoor-street-capture,qv2_113,functional,True,False,False,0.2,6,65,1932,23.2215
pose_only,outdoor-street-capture,qv2_114,functional,True,False,False,0.166667,7,78,2020,16.8567
pose_only,outdoor-street-capture,qv2_115,functional,True,False,False,0.0,4,43,1213,16.2772
pose_only,outdoor-street-capture,qv2_116,negative,False,False,False,0.0,5,54,1613,14.1995
pose_only,outdoor-street-capture,qv2_117,negative,False,False,False,0.0,5,54,1613,12.9141
pose_only,outdoor-street-capture,qv2_118,negative,False,False,False,0.0,1,20,702,4.6653
pose_only,outdoor-street-capture,qv2_119,negative,False,False,False,0.0,5,54,1613,14.4948
pose_only,outdoor-street-capture,qv2_120,negative,False,False,False,0.0,1,11,537,4.1808
pose_semantic_merge,outdoor-street-capture,qv2_091,simple_object,True,False,True,0.5,2,22,1052,7.4735
pose_semantic_merge,outdoor-street-capture,qv2_092,simple_object,True,True,True,1.0,6,77,2053,13.9555
pose_semantic_merge,outdoor-street-capture,qv2_093,simple_object,True,True,True,1.0,1,11,865,4.9128
pose_semantic_merge,outdoor-street-capture,qv2_094,simple_object,True,True,True,1.0,1,11,871,5.7935
pose_semantic_merge,outdoor-street-capture,qv2_095,simple_object,True,True,True,1.0,9,110,2565,14.9357
pose_semantic_merge,outdoor-street-capture,qv2_096,attribute,True,True,True,1.0,12,141,3041,16.2963
pose_semantic_merge,outdoor-street-capture,qv2_097,attribute,True,True,True,1.0,8,88,2106,9.8668
pose_semantic_merge,outdoor-street-capture,qv2_098,attribute,True,True,True,1.0,2,23,1077,5.6292
pose_semantic_merge,outdoor-street-capture,qv2_099,attribute,True,False,True,0.333333,12,142,3001,9.7853
pose_semantic_merge,outdoor-street-capture,qv2_100,attribute,True,True,True,1.0,2,22,1066,4.1072
pose_semantic_merge,outdoor-street-capture,qv2_101,relational,True,True,True,1.0,19,218,4834,39.035
pose_semantic_merge,outdoor-street-capture,qv2_102,relational,True,True,True,1.0,19,218,4784,27.317
pose_semantic_merge,outdoor-street-capture,qv2_103,relational,True,True,True,1.0,5,55,1621,5.6215
pose_semantic_merge,outdoor-street-capture,qv2_104,relational,True,True,True,1.0,9,110,2583,8.3144
pose_semantic_merge,outdoor-street-capture,qv2_105,relational,True,False,False,0.25,4,46,1472,4.9312
pose_semantic_merge,outdoor-street-capture,qv2_106,multi_hop,True,True,True,1.0,2,22,1068,4.1072
pose_semantic_merge,outdoor-street-capture,qv2_107,multi_hop,True,True,True,1.0,7,88,2231,7.6123
pose_semantic_merge,outdoor-street-capture,qv2_108,multi_hop,True,True,True,1.0,19,218,4784,22.103
pose_semantic_merge,outdoor-street-capture,qv2_109,multi_hop,True,True,True,1.0,12,140,3143,11.2941
pose_semantic_merge,outdoor-street-capture,qv2_110,multi_hop,True,False,True,0.5,17,196,3999,20.4964
pose_semantic_merge,outdoor-street-capture,qv2_111,functional,True,False,False,0.0,3,32,1240,8.1555
pose_semantic_merge,outdoor-street-capture,qv2_112,functional,True,False,True,0.333333,16,177,3846,22.0632
pose_semantic_merge,outdoor-street-capture,qv2_113,functional,True,False,False,0.0,4,43,1545,9.3002
pose_semantic_merge,outdoor-street-capture,qv2_114,functional,True,False,False,0.166667,7,78,2017,7.6539
pose_semantic_merge,outdoor-street-capture,qv2_115,functional,True,False,False,0.0,4,43,1545,10.6342
pose_semantic_merge,outdoor-street-capture,qv2_116,negative,False,False,False,0.0,3,32,1240,7.5355
pose_semantic_merge,outdoor-street-capture,qv2_117,negative,False,False,False,0.0,3,32,1240,8.9103
pose_semantic_merge,outdoor-street-capture,qv2_118,negative,False,False,False,0.0,2,31,1205,7.1035
pose_semantic_merge,outdoor-street-capture,qv2_119,negative,False,False,False,0.0,3,32,1240,10.0432
pose_semantic_merge,outdoor-street-capture,qv2_120,negative,False,False,False,0.0,1,11,845,5.1206
cursor_agent_mcp,outdoor-street-capture,qv2_091,simple_object,True,False,True,0.5,2,22,459,4.784
cursor_agent_mcp,outdoor-street-capture,qv2_092,simple_object,True,True,True,1.0,4,54,1027,8.2805
cursor_agent_mcp,outdoor-street-capture,qv2_093,simple_object,True,True,True,1.0,4,43,912,10.6306
cursor_agent_mcp,outdoor-street-capture,qv2_094,simple_object,True,True,True,1.0,4,43,918,11.4338
cursor_agent_mcp,outdoor-street-capture,qv2_095,simple_object,True,True,True,1.0,10,120,2241,14.689
cursor_agent_mcp,outdoor-street-capture,qv2_096,attribute,True,True,True,1.0,12,141,2503,15.1897
cursor_agent_mcp,outdoor-street-capture,qv2_097,attribute,True,True,True,1.0,15,174,3286,30.9888
cursor_agent_mcp,outdoor-street-capture,qv2_098,attribute,True,True,True,1.0,2,23,484,5.9956
cursor_agent_mcp,outdoor-street-capture,qv2_099,attribute,True,False,False,0.0,8,97,1772,14.5383
cursor_agent_mcp,outdoor-street-capture,qv2_100,attribute,True,True,True,1.0,3,32,687,8.0587
cursor_agent_mcp,outdoor-street-capture,qv2_101,relational,True,True,True,1.0,20,228,4510,45.0631
cursor_agent_mcp,outdoor-street-capture,qv2_102,relational,True,True,True,1.0,20,228,4460,44.8227
cursor_agent_mcp,outdoor-street-capture,qv2_103,relational,True,True,True,1.0,6,65,1297,11.9394
cursor_agent_mcp,outdoor-street-capture,qv2_104,relational,True,True,True,1.0,10,120,2259,15.7139
cursor_agent_mcp,outdoor-street-capture,qv2_105,relational,True,False,True,0.5,2,23,473,4.5059
cursor_agent_mcp,outdoor-street-capture,qv2_106,multi_hop,True,True,True,1.0,2,22,475,5.1043
cursor_agent_mcp,outdoor-street-capture,qv2_107,multi_hop,True,True,True,1.0,5,65,1205,9.6929
cursor_agent_mcp,outdoor-street-capture,qv2_108,multi_hop,True,True,True,1.0,20,228,4460,43.5455
cursor_agent_mcp,outdoor-street-capture,qv2_109,multi_hop,True,True,True,1.0,13,150,2819,27.0261
cursor_agent_mcp,outdoor-street-capture,qv2_110,multi_hop,True,True,True,1.0,17,196,3461,21.9392
cursor_agent_mcp,outdoor-street-capture,qv2_111,functional,True,False,False,0.0,5,54,1092,12.6403
cursor_agent_mcp,outdoor-street-capture,qv2_112,functional,True,False,False,0.25,16,177,3308,32.0855
cursor_agent_mcp,outdoor-street-capture,qv2_113,functional,True,False,False,0.0,1,10,263,3.4161
cursor_agent_mcp,outdoor-street-capture,qv2_114,functional,True,False,False,0.0,4,45,867,6.798
cursor_agent_mcp,outdoor-street-capture,qv2_115,functional,True,False,False,0.0,1,10,263,4.6304
cursor_agent_mcp,outdoor-street-capture,qv2_116,negative,False,False,False,0.0,5,54,1092,14.3321
cursor_agent_mcp,outdoor-street-capture,qv2_117,negative,False,False,False,0.0,5,54,1092,11.669
cursor_agent_mcp,outdoor-street-capture,qv2_118,negative,False,False,False,0.0,3,41,881,10.6541
cursor_agent_mcp,outdoor-street-capture,qv2_119,negative,False,False,False,0.0,5,54,1092,12.4984
cursor_agent_mcp,outdoor-street-capture,qv2_120,negative,False,False,False,0.0,1,10,232,2.9233
manual_reference,outdoor-drone-capture,qv2_121,simple_object,True,False,True,0.5,4,45,1095,17.1174
manual_reference,outdoor-drone-capture,qv2_122,simple_object,True,True,True,1.0,4,45,805,9.0407
manual_reference,outdoor-drone-capture,qv2_123,simple_object,True,True,True,1.0,1,10,225,4.2286
manual_reference,outdoor-drone-capture,qv2_124,simple_object,True,True,True,1.0,3,32,591,7.7676
manual_reference,outdoor-drone-capture,qv2_125,simple_object,True,True,True,1.0,2,20,381,4.2796
manual_reference,outdoor-drone-capture,qv2_126,attribute,True,False,True,0.5,4,45,793,7.3433
manual_reference,outdoor-drone-capture,qv2_127,attribute,True,False,False,0.0,1,10,212,3.0676
manual_reference,outdoor-drone-capture,qv2_128,attribute,True,False,False,0.0,4,42,746,4.6539
manual_reference,outdoor-drone-capture,qv2_129,attribute,True,True,True,1.0,11,115,1954,15.2856
manual_reference,outdoor-drone-capture,qv2_130,attribute,True,True,True,1.0,2,21,415,2.6082
manual_reference,outdoor-drone-capture,qv2_131,relational,True,True,True,1.0,4,45,805,7.9714
manual_reference,outdoor-drone-capture,qv2_132,relational,True,True,True,1.0,4,45,793,5.0706
manual_reference,outdoor-drone-capture,qv2_133,relational,True,False,False,0.0,5,51,923,9.0429
manual_reference,outdoor-drone-capture,qv2_134,relational,True,True,True,1.0,2,21,387,5.0902
manual_reference,outdoor-drone-capture,qv2_135,relational,True,False,True,0.5,3,32,547,4.9297
manual_reference,outdoor-drone-capture,qv2_136,multi_hop,True,True,True,1.0,4,45,927,11.1308
manual_reference,outdoor-drone-capture,qv2_137,multi_hop,True,False,False,0.0,1,10,259,4.7543
manual_reference,outdoor-drone-capture,qv2_138,multi_hop,True,True,True,1.0,6,62,1076,9.8101
manual_reference,outdoor-drone-capture,qv2_139,multi_hop,True,True,True,1.0,4,41,743,7.4426
manual_reference,outdoor-drone-capture,qv2_140,multi_hop,True,True,True,1.0,2,22,440,6.5742
manual_reference,outdoor-drone-capture,qv2_141,functional,True,True,True,1.0,4,45,825,9.5905
manual_reference,outdoor-drone-capture,qv2_142,functional,True,True,True,1.0,1,10,225,3.7237
manual_reference,outdoor-drone-capture,qv2_143,functional,True,True,True,1.0,4,44,813,7.9652
manual_reference,outdoor-drone-capture,qv2_144,functional,True,True,True,1.0,6,61,1097,10.0424
manual_reference,outdoor-drone-capture,qv2_145,functional,True,True,True,1.0,3,31,587,7.5386
manual_reference,outdoor-drone-capture,qv2_146,negative,False,False,False,0.0,6,62,1103,11.423
manual_reference,outdoor-drone-capture,qv2_147,negative,False,False,False,0.0,6,62,1103,10.9049
manual_reference,outdoor-drone-capture,qv2_148,negative,False,False,False,0.0,6,62,1103,12.6768
manual_reference,outdoor-drone-capture,qv2_149,negative,False,False,False,0.0,6,62,1103,10.4878
manual_reference,outdoor-drone-capture,qv2_150,negative,False,False,False,0.0,6,62,1103,10.9665
pose_only,outdoor-drone-capture,qv2_121,simple_object,True,False,True,0.5,7,77,1941,23.2246
pose_only,outdoor-drone-capture,qv2_122,simple_object,True,True,True,1.0,8,85,1898,13.2917
pose_only,outdoor-drone-capture,qv2_123,simple_object,True,True,True,1.0,16,169,3406,30.4832
pose_only,outdoor-drone-capture,qv2_124,simple_object,True,True,True,1.0,12,125,2736,25.2849
pose_only,outdoor-drone-capture,qv2_125,simple_object,True,True,True,1.0,3,31,721,4.3206
pose_only,outdoor-drone-capture,qv2_126,attribute,True,False,True,0.5,4,45,1069,6.3885
pose_only,outdoor-drone-capture,qv2_127,attribute,True,True,True,1.0,10,109,2049,10.7701
pose_only,outdoor-drone-capture,qv2_128,attribute,True,True,True,1.0,10,105,2294,16.1861
pose_only,outdoor-drone-capture,qv2_129,attribute,True,True,True,1.0,11,115,2348,12.7433
pose_only,outdoor-drone-capture,qv2_130,attribute,True,False,True,0.333333,4,43,1050,5.8001
pose_only,outdoor-drone-capture,qv2_131,relational,True,True,True,1.0,4,45,1081,6.1441
pose_only,outdoor-drone-capture,qv2_132,relational,True,True,True,1.0,4,45,1069,3.9432
pose_only,outdoor-drone-capture,qv2_133,relational,True,False,True,0.5,7,72,1723,9.2987
pose_only,outdoor-drone-capture,qv2_134,relational,True,True,True,1.0,3,31,767,4.7606
pose_only,outdoor-drone-capture,qv2_135,relational,True,False,True,0.5,8,83,1879,8.7856
pose_only,outdoor-drone-capture,qv2_136,multi_hop,True,True,True,1.0,4,45,1203,6.6447
pose_only,outdoor-drone-capture,qv2_137,multi_hop,True,False,False,0.0,16,169,3327,16.1347
pose_only,outdoor-drone-capture,qv2_138,multi_hop,True,True,True,1.0,13,136,2887,14.2581
pose_only,outdoor-drone-capture,qv2_139,multi_hop,True,True,True,1.0,16,169,3517,24.074
pose_only,outdoor-drone-capture,qv2_140,multi_hop,True,True,True,1.0,2,22,718,4.5004
pose_only,outdoor-drone-capture,qv2_141,functional,True,False,False,0.2,16,169,3455,23.6558
pose_only,outdoor-drone-capture,qv2_142,functional,True,True,True,1.0,16,169,3406,23.6385
pose_only,outdoor-drone-capture,qv2_143,functional,True,True,True,1.0,4,44,1091,8.8899
pose_only,outdoor-drone-capture,qv2_144,functional,True,False,True,0.5,13,135,2738,21.1511
pose_only,outdoor-drone-capture,qv2_145,functional,True,True,True,1.0,3,31,742,8.4473
pose_only,outdoor-drone-capture,qv2_146,negative,False,False,False,0.0,6,62,1521,11.8495
pose_only,outdoor-drone-capture,qv2_147,negative,False,False,False,0.0,6,62,1521,8.1314
pose_only,outdoor-drone-capture,qv2_148,negative,False,False,False,0.0,6,62,1521,9.7718
pose_only,outdoor-drone-capture,qv2_149,negative,False,False,False,0.0,6,62,1521,9.4946
pose_only,outdoor-drone-capture,qv2_150,negative,False,False,False,0.0,6,62,1521,9.0962
pose_semantic_merge,outdoor-drone-capture,qv2_121,simple_object,True,False,True,0.5,7,77,1942,17.5749
pose_semantic_merge,outdoor-drone-capture,qv2_122,simple_object,True,True,True,1.0,8,85,1901,24.477
pose_semantic_merge,outdoor-drone-capture,qv2_123,simple_object,True,True,True,1.0,16,169,3409,46.3527
pose_semantic_merge,outdoor-drone-capture,qv2_124,simple_object,True,True,True,1.0,12,125,2739,19.4719
pose_semantic_merge,outdoor-drone-capture,qv2_125,simple_object,True,True,True,1.0,3,31,723,5.7931
pose_semantic_merge,outdoor-drone-capture,qv2_126,attribute,True,False,True,0.5,4,45,1070,6.0014
pose_semantic_merge,outdoor-drone-capture,qv2_127,attribute,True,True,True,1.0,10,109,2050,12.1152
pose_semantic_merge,outdoor-drone-capture,qv2_128,attribute,True,True,True,1.0,10,105,2297,17.2727
pose_semantic_merge,outdoor-drone-capture,qv2_129,attribute,True,True,True,1.0,11,115,2350,18.5756
pose_semantic_merge,outdoor-drone-capture,qv2_130,attribute,True,False,True,0.333333,4,43,1051,7.5541
pose_semantic_merge,outdoor-drone-capture,qv2_131,relational,True,True,True,1.0,4,45,1082,10.0783
pose_semantic_merge,outdoor-drone-capture,qv2_132,relational,True,True,True,1.0,4,45,1070,6.8175
pose_semantic_merge,outdoor-drone-capture,qv2_133,relational,True,False,True,0.5,7,72,1726,15.5745
pose_semantic_merge,outdoor-drone-capture,qv2_134,relational,True,True,True,1.0,3,31,769,6.4541
pose_semantic_merge,outdoor-drone-capture,qv2_135,relational,True,False,True,0.5,8,83,1882,13.4754
pose_semantic_merge,outdoor-drone-capture,qv2_136,multi_hop,True,True,True,1.0,4,45,1204,12.3368
pose_semantic_merge,outdoor-drone-capture,qv2_137,multi_hop,True,False,False,0.0,16,169,3329,32.8558
pose_semantic_merge,outdoor-drone-capture,qv2_138,multi_hop,True,True,True,1.0,13,136,2890,30.5861
pose_semantic_merge,outdoor-drone-capture,qv2_139,multi_hop,True,True,True,1.0,16,169,3520,29.0991
pose_semantic_merge,outdoor-drone-capture,qv2_140,multi_hop,True,True,True,1.0,2,22,719,7.0289
pose_semantic_merge,outdoor-drone-capture,qv2_141,functional,True,False,False,0.2,16,169,3458,40.4356
pose_semantic_merge,outdoor-drone-capture,qv2_142,functional,True,True,True,1.0,16,169,3409,25.5949
